"combination(src,dst)",total_propogationloss(dB),total_bendloss(dB),total_couplingloss(dB),total_distance(cm),bitrate,photonic_delay
(0  15),2.611310625,0.019375,2,2.611310625,40,6
(1  0),16.04908738,0.010625,2,16.04908738,40,28
(1  2),0.174087375,0.010625,2,0.174087375,40,2
(1  3),0.34817475,0.01125,2,0.34817475,40,2
(1  4),0.522262125,0.011875,2,0.522262125,40,3
(1  5),0.6963495,0.0125,2,0.6963495,40,3
(1  6),0.870436875,0.013125,2,0.870436875,40,3
(1  7),1.04452425,0.01375,2,1.04452425,40,3
(1  8),1.218611625,0.014375,2,1.218611625,40,4
(1  9),1.392699,0.015,2,1.392699,40,4
(1  10),1.566786375,0.015625,2,1.566786375,40,4
(1  11),1.74087375,0.01625,2,1.74087375,40,5
(1  12),1.914961125,0.016875,2,1.914961125,40,5
(1  13),2.0890485,0.0175,2,2.0890485,40,5
(1  14),2.263135875,0.018125,2,2.263135875,40,6
(1  15),2.43722325,0.01875,2,2.43722325,40,6
(2  0),16.22317475,0.01125,2,16.22317475,40,29
(2  1),16.04908738,0.010625,2,16.04908738,40,28
(2  3),0.174087375,0.010625,2,0.174087375,40,2
(2  4),0.34817475,0.01125,2,0.34817475,40,2
(2  5),0.522262125,0.011875,2,0.522262125,40,3
(2  6),0.6963495,0.0125,2,0.6963495,40,3
(2  7),0.870436875,0.013125,2,0.870436875,40,3
(2  8),1.04452425,0.01375,2,1.04452425,40,3
(2  9),1.218611625,0.014375,2,1.218611625,40,4
(2  10),1.392699,0.015,2,1.392699,40,4
(2  11),1.566786375,0.015625,2,1.566786375,40,4
(2  12),1.74087375,0.01625,2,1.74087375,40,5
(2  13),1.914961125,0.016875,2,1.914961125,40,5
(2  14),2.0890485,0.0175,2,2.0890485,40,5
(2  15),2.263135875,0.018125,2,2.263135875,40,6
(3  0),16.39726212,0.011875,2,16.39726212,40,29
(3  1),16.22317475,0.01125,2,16.22317475,40,29
(3  2),16.04908738,0.010625,2,16.04908738,40,28
(3  4),0.174087375,0.010625,2,0.174087375,40,2
(3  5),0.34817475,0.01125,2,0.34817475,40,2
(3  6),0.522262125,0.011875,2,0.522262125,40,3
(3  7),0.6963495,0.0125,2,0.6963495,40,3
(3  8),0.870436875,0.013125,2,0.870436875,40,3
(3  9),1.04452425,0.01375,2,1.04452425,40,3
(3  10),1.218611625,0.014375,2,1.218611625,40,4
(3  11),1.392699,0.015,2,1.392699,40,4
(3  12),1.566786375,0.015625,2,1.566786375,40,4
(3  13),1.74087375,0.01625,2,1.74087375,40,5
(3  14),1.914961125,0.016875,2,1.914961125,40,5
(3  15),2.0890485,0.0175,2,2.0890485,40,5
(4  0),16.5713495,0.0125,2,16.5713495,40,29
(4  1),16.39726212,0.011875,2,16.39726212,40,29
(4  2),16.22317475,0.01125,2,16.22317475,40,29
(4  3),16.04908738,0.010625,2,16.04908738,40,28
(4  5),0.174087375,0.010625,2,0.174087375,40,2
(4  6),0.34817475,0.01125,2,0.34817475,40,2
(4  7),0.522262125,0.011875,2,0.522262125,40,3
(4  8),0.6963495,0.0125,2,0.6963495,40,3
(4  9),0.870436875,0.013125,2,0.870436875,40,3
(4  10),1.04452425,0.01375,2,1.04452425,40,3
(4  11),1.218611625,0.014375,2,1.218611625,40,4
(4  12),1.392699,0.015,2,1.392699,40,4
(4  13),1.566786375,0.015625,2,1.566786375,40,4
(4  14),1.74087375,0.01625,2,1.74087375,40,5
(4  15),1.914961125,0.016875,2,1.914961125,40,5
(5  0),16.74543688,0.013125,2,16.74543688,40,30
(5  1),16.5713495,0.0125,2,16.5713495,40,29
(5  2),16.39726212,0.011875,2,16.39726212,40,29
(5  3),16.22317475,0.01125,2,16.22317475,40,29
(5  4),16.04908738,0.010625,2,16.04908738,40,28
(5  6),0.174087375,0.010625,2,0.174087375,40,2
(5  7),0.34817475,0.01125,2,0.34817475,40,2
(5  8),0.522262125,0.011875,2,0.522262125,40,3
(5  9),0.6963495,0.0125,2,0.6963495,40,3
(5  10),0.870436875,0.013125,2,0.870436875,40,3
(5  11),1.04452425,0.01375,2,1.04452425,40,3
(5  12),1.218611625,0.014375,2,1.218611625,40,4
(5  13),1.392699,0.015,2,1.392699,40,4
(5  14),1.566786375,0.015625,2,1.566786375,40,4
(5  15),1.74087375,0.01625,2,1.74087375,40,5
(6  0),16.91952425,0.01375,2,16.91952425,40,30
(6  1),16.74543688,0.013125,2,16.74543688,40,30
(6  2),16.5713495,0.0125,2,16.5713495,40,29
(6  3),16.39726212,0.011875,2,16.39726212,40,29
(6  4),16.22317475,0.01125,2,16.22317475,40,29
(6  5),16.04908738,0.010625,2,16.04908738,40,28
(6  7),0.174087375,0.010625,2,0.174087375,40,2
(6  8),0.34817475,0.01125,2,0.34817475,40,2
(6  9),0.522262125,0.011875,2,0.522262125,40,3
(6  10),0.6963495,0.0125,2,0.6963495,40,3
(6  11),0.870436875,0.013125,2,0.870436875,40,3
(6  12),1.04452425,0.01375,2,1.04452425,40,3
(6  13),1.218611625,0.014375,2,1.218611625,40,4
(6  14),1.392699,0.015,2,1.392699,40,4
(6  15),1.566786375,0.015625,2,1.566786375,40,4
(7  0),17.09361163,0.014375,2,17.09361163,40,30
(7  1),16.91952425,0.01375,2,16.91952425,40,30
(7  2),16.74543688,0.013125,2,16.74543688,40,30
(7  3),16.5713495,0.0125,2,16.5713495,40,29
(7  4),16.39726212,0.011875,2,16.39726212,40,29
(7  5),16.22317475,0.01125,2,16.22317475,40,29
(7  6),16.04908738,0.010625,2,16.04908738,40,28
(7  8),0.174087375,0.010625,2,0.174087375,40,2
(7  9),0.34817475,0.01125,2,0.34817475,40,2
(7  10),0.522262125,0.011875,2,0.522262125,40,3
(7  11),0.6963495,0.0125,2,0.6963495,40,3
(7  12),0.870436875,0.013125,2,0.870436875,40,3
(7  13),1.04452425,0.01375,2,1.04452425,40,3
(7  14),1.218611625,0.014375,2,1.218611625,40,4
(7  15),1.392699,0.015,2,1.392699,40,4
(8  0),17.267699,0.015,2,17.267699,40,31
(8  1),17.09361163,0.014375,2,17.09361163,40,30
(8  2),16.91952425,0.01375,2,16.91952425,40,30
(8  3),16.74543688,0.013125,2,16.74543688,40,30
(8  4),16.5713495,0.0125,2,16.5713495,40,29
(8  5),16.39726212,0.011875,2,16.39726212,40,29
(8  6),16.22317475,0.01125,2,16.22317475,40,29
(8  7),16.04908738,0.010625,2,16.04908738,40,28
(8  9),0.174087375,0.010625,2,0.174087375,40,2
(8  10),0.34817475,0.01125,2,0.34817475,40,2
(8  11),0.522262125,0.011875,2,0.522262125,40,3
(8  12),0.6963495,0.0125,2,0.6963495,40,3
(8  13),0.870436875,0.013125,2,0.870436875,40,3
(8  14),1.04452425,0.01375,2,1.04452425,40,3
(8  15),1.218611625,0.014375,2,1.218611625,40,4
(9  0),17.44178638,0.015625,2,17.44178638,40,31
(9  1),17.267699,0.015,2,17.267699,40,31
(9  2),17.09361163,0.014375,2,17.09361163,40,30
(9  3),16.91952425,0.01375,2,16.91952425,40,30
(9  4),16.74543688,0.013125,2,16.74543688,40,30
(9  5),16.5713495,0.0125,2,16.5713495,40,29
(9  6),16.39726212,0.011875,2,16.39726212,40,29
(9  7),16.22317475,0.01125,2,16.22317475,40,29
(9  8),16.04908738,0.010625,2,16.04908738,40,28
(9  10),0.174087375,0.010625,2,0.174087375,40,2
(9  11),0.34817475,0.01125,2,0.34817475,40,2
(9  12),0.522262125,0.011875,2,0.522262125,40,3
(9  13),0.6963495,0.0125,2,0.6963495,40,3
(9  14),0.870436875,0.013125,2,0.870436875,40,3
(9  15),1.04452425,0.01375,2,1.04452425,40,3
(10  0),17.61587375,0.01625,2,17.61587375,40,31
(10  1),17.44178638,0.015625,2,17.44178638,40,31
(10  2),17.267699,0.015,2,17.267699,40,31
(10  3),17.09361163,0.014375,2,17.09361163,40,30
(10  4),16.91952425,0.01375,2,16.91952425,40,30
(10  5),16.74543688,0.013125,2,16.74543688,40,30
(10  6),16.5713495,0.0125,2,16.5713495,40,29
(10  7),16.39726212,0.011875,2,16.39726212,40,29
(10  8),16.22317475,0.01125,2,16.22317475,40,29
(10  9),16.04908738,0.010625,2,16.04908738,40,28
(10  11),0.174087375,0.010625,2,0.174087375,40,2
(10  12),0.34817475,0.01125,2,0.34817475,40,2
(10  13),0.522262125,0.011875,2,0.522262125,40,3
(10  14),0.6963495,0.0125,2,0.6963495,40,3
(10  15),0.870436875,0.013125,2,0.870436875,40,3
(11  0),17.78996112,0.016875,2,17.78996112,40,31
(11  1),17.61587375,0.01625,2,17.61587375,40,31
(11  2),17.44178638,0.015625,2,17.44178638,40,31
(11  3),17.267699,0.015,2,17.267699,40,31
(11  4),17.09361163,0.014375,2,17.09361163,40,30
(11  5),16.91952425,0.01375,2,16.91952425,40,30
(11  6),16.74543688,0.013125,2,16.74543688,40,30
(11  7),16.5713495,0.0125,2,16.5713495,40,29
(11  8),16.39726212,0.011875,2,16.39726212,40,29
(11  9),16.22317475,0.01125,2,16.22317475,40,29
(11  10),16.04908738,0.010625,2,16.04908738,40,28
(11  12),0.174087375,0.010625,2,0.174087375,40,2
(11  13),0.34817475,0.01125,2,0.34817475,40,2
(11  14),0.522262125,0.011875,2,0.522262125,40,3
(11  15),0.6963495,0.0125,2,0.6963495,40,3
(12  0),17.9640485,0.0175,2,17.9640485,40,32
(12  1),17.78996112,0.016875,2,17.78996112,40,31
(12  2),17.61587375,0.01625,2,17.61587375,40,31
(12  3),17.44178638,0.015625,2,17.44178638,40,31
(12  4),17.267699,0.015,2,17.267699,40,31
(12  5),17.09361163,0.014375,2,17.09361163,40,30
(12  6),16.91952425,0.01375,2,16.91952425,40,30
(12  7),16.74543688,0.013125,2,16.74543688,40,30
(12  8),16.5713495,0.0125,2,16.5713495,40,29
(12  9),16.39726212,0.011875,2,16.39726212,40,29
(12  10),16.22317475,0.01125,2,16.22317475,40,29
(12  11),16.04908738,0.010625,2,16.04908738,40,28
(12  13),0.174087375,0.010625,2,0.174087375,40,2
(12  14),0.34817475,0.01125,2,0.34817475,40,2
(12  15),0.522262125,0.011875,2,0.522262125,40,3
(13  0),18.13813588,0.018125,2,18.13813588,30,32
(13  1),17.9640485,0.0175,2,17.9640485,40,32
(13  2),17.78996112,0.016875,2,17.78996112,40,31
(13  3),17.61587375,0.01625,2,17.61587375,40,31
(13  4),17.44178638,0.015625,2,17.44178638,40,31
(13  5),17.267699,0.015,2,17.267699,40,31
(13  6),17.09361163,0.014375,2,17.09361163,40,30
(13  7),16.91952425,0.01375,2,16.91952425,40,30
(13  8),16.74543688,0.013125,2,16.74543688,40,30
(13  9),16.5713495,0.0125,2,16.5713495,40,29
(13  10),16.39726212,0.011875,2,16.39726212,40,29
(13  11),16.22317475,0.01125,2,16.22317475,40,29
(13  12),16.04908738,0.010625,2,16.04908738,40,28
(13  14),0.174087375,0.010625,2,0.174087375,40,2
(13  15),0.34817475,0.01125,2,0.34817475,40,2
(14  0),18.31222325,0.01875,2,18.31222325,25,33
(14  1),18.13813588,0.018125,2,18.13813588,30,32
(14  2),17.9640485,0.0175,2,17.9640485,40,32
(14  3),17.78996112,0.016875,2,17.78996112,40,31
(14  4),17.61587375,0.01625,2,17.61587375,40,31
(14  5),17.44178638,0.015625,2,17.44178638,40,31
(14  6),17.267699,0.015,2,17.267699,40,31
(14  7),17.09361163,0.014375,2,17.09361163,40,30
(14  8),16.91952425,0.01375,2,16.91952425,40,30
(14  9),16.74543688,0.013125,2,16.74543688,40,30
(14  10),16.5713495,0.0125,2,16.5713495,40,29
(14  11),16.39726212,0.011875,2,16.39726212,40,29
(14  12),16.22317475,0.01125,2,16.22317475,40,29
(14  13),16.04908738,0.010625,2,16.04908738,40,28
(14  15),0.174087375,0.010625,2,0.174087375,40,2
(15  0),18.48631063,0.019375,2,18.48631063,20,34
(15  1),18.31222325,0.01875,2,18.31222325,25,33
(15  2),18.13813588,0.018125,2,18.13813588,30,32
(15  3),17.9640485,0.0175,2,17.9640485,40,32
(15  4),17.78996112,0.016875,2,17.78996112,40,31
(15  5),17.61587375,0.01625,2,17.61587375,40,31
(15  6),17.44178638,0.015625,2,17.44178638,40,31
(15  7),17.267699,0.015,2,17.267699,40,31
(15  8),17.09361163,0.014375,2,17.09361163,40,30
(15  9),16.91952425,0.01375,2,16.91952425,40,30
(15  10),16.74543688,0.013125,2,16.74543688,40,30
(15  11),16.5713495,0.0125,2,16.5713495,40,29
(15  12),16.39726212,0.011875,2,16.39726212,40,29
(15  13),16.22317475,0.01125,2,16.22317475,40,29
(15  14),16.04908738,0.010625,2,16.04908738,40,28
(16  17),0.174087375,0.010625,2,0.174087375,40,2
(16  18),0.34817475,0.01125,2,0.34817475,40,2
(16  19),0.522262125,0.011875,2,0.522262125,40,3
(16  20),0.6963495,0.0125,2,0.6963495,40,3
(16  21),0.870436875,0.013125,2,0.870436875,40,3
(16  22),1.04452425,0.01375,2,1.04452425,40,3
(16  23),1.218611625,0.014375,2,1.218611625,40,4
(16  24),1.392699,0.015,2,1.392699,40,4
(16  25),1.566786375,0.015625,2,1.566786375,40,4
(16  26),1.74087375,0.01625,2,1.74087375,40,5
(16  27),1.914961125,0.016875,2,1.914961125,40,5
(16  28),2.0890485,0.0175,2,2.0890485,40,5
(16  29),2.263135875,0.018125,2,2.263135875,40,6
(16  30),2.43722325,0.01875,2,2.43722325,40,6
(16  31),2.611310625,0.019375,2,2.611310625,40,6
(17  16),16.04908738,0.010625,2,16.04908738,40,28
(17  18),0.174087375,0.010625,2,0.174087375,40,2
(17  19),0.34817475,0.01125,2,0.34817475,40,2
(17  20),0.522262125,0.011875,2,0.522262125,40,3
(17  21),0.6963495,0.0125,2,0.6963495,40,3
(17  22),0.870436875,0.013125,2,0.870436875,40,3
(17  23),1.04452425,0.01375,2,1.04452425,40,3
(17  24),1.218611625,0.014375,2,1.218611625,40,4
(17  25),1.392699,0.015,2,1.392699,40,4
(17  26),1.566786375,0.015625,2,1.566786375,40,4
(17  27),1.74087375,0.01625,2,1.74087375,40,5
(17  28),1.914961125,0.016875,2,1.914961125,40,5
(17  29),2.0890485,0.0175,2,2.0890485,40,5
(17  30),2.263135875,0.018125,2,2.263135875,40,6
(17  31),2.43722325,0.01875,2,2.43722325,40,6
(18  16),16.22317475,0.01125,2,16.22317475,40,29
(18  17),16.04908738,0.010625,2,16.04908738,40,28
(18  19),0.174087375,0.010625,2,0.174087375,40,2
(18  20),0.34817475,0.01125,2,0.34817475,40,2
(18  21),0.522262125,0.011875,2,0.522262125,40,3
(18  22),0.6963495,0.0125,2,0.6963495,40,3
(18  23),0.870436875,0.013125,2,0.870436875,40,3
(18  24),1.04452425,0.01375,2,1.04452425,40,3
(18  25),1.218611625,0.014375,2,1.218611625,40,4
(18  26),1.392699,0.015,2,1.392699,40,4
(18  27),1.566786375,0.015625,2,1.566786375,40,4
(18  28),1.74087375,0.01625,2,1.74087375,40,5
(18  29),1.914961125,0.016875,2,1.914961125,40,5
(18  30),2.0890485,0.0175,2,2.0890485,40,5
(18  31),2.263135875,0.018125,2,2.263135875,40,6
(19  16),16.39726212,0.011875,2,16.39726212,40,29
(19  17),16.22317475,0.01125,2,16.22317475,40,29
(19  18),16.04908738,0.010625,2,16.04908738,40,28
(19  20),0.174087375,0.010625,2,0.174087375,40,2
(19  21),0.34817475,0.01125,2,0.34817475,40,2
(19  22),0.522262125,0.011875,2,0.522262125,40,3
(19  23),0.6963495,0.0125,2,0.6963495,40,3
(19  24),0.870436875,0.013125,2,0.870436875,40,3
(19  25),1.04452425,0.01375,2,1.04452425,40,3
(19  26),1.218611625,0.014375,2,1.218611625,40,4
(19  27),1.392699,0.015,2,1.392699,40,4
(19  28),1.566786375,0.015625,2,1.566786375,40,4
(19  29),1.74087375,0.01625,2,1.74087375,40,5
(19  30),1.914961125,0.016875,2,1.914961125,40,5
(19  31),2.0890485,0.0175,2,2.0890485,40,5
(20  16),16.5713495,0.0125,2,16.5713495,40,29
(20  17),16.39726212,0.011875,2,16.39726212,40,29
(20  18),16.22317475,0.01125,2,16.22317475,40,29
(20  19),16.04908738,0.010625,2,16.04908738,40,28
(20  21),0.174087375,0.010625,2,0.174087375,40,2
(20  22),0.34817475,0.01125,2,0.34817475,40,2
(20  23),0.522262125,0.011875,2,0.522262125,40,3
(20  24),0.6963495,0.0125,2,0.6963495,40,3
(20  25),0.870436875,0.013125,2,0.870436875,40,3
(20  26),1.04452425,0.01375,2,1.04452425,40,3
(20  27),1.218611625,0.014375,2,1.218611625,40,4
(20  28),1.392699,0.015,2,1.392699,40,4
(20  29),1.566786375,0.015625,2,1.566786375,40,4
(20  30),1.74087375,0.01625,2,1.74087375,40,5
(20  31),1.914961125,0.016875,2,1.914961125,40,5
(21  16),16.74543688,0.013125,2,16.74543688,40,30
(21  17),16.5713495,0.0125,2,16.5713495,40,29
(21  18),16.39726212,0.011875,2,16.39726212,40,29
(21  19),16.22317475,0.01125,2,16.22317475,40,29
(21  20),16.04908738,0.010625,2,16.04908738,40,28
(21  22),0.174087375,0.010625,2,0.174087375,40,2
(21  23),0.34817475,0.01125,2,0.34817475,40,2
(21  24),0.522262125,0.011875,2,0.522262125,40,3
(21  25),0.6963495,0.0125,2,0.6963495,40,3
(21  26),0.870436875,0.013125,2,0.870436875,40,3
(21  27),1.04452425,0.01375,2,1.04452425,40,3
(21  28),1.218611625,0.014375,2,1.218611625,40,4
(21  29),1.392699,0.015,2,1.392699,40,4
(21  30),1.566786375,0.015625,2,1.566786375,40,4
(21  31),1.74087375,0.01625,2,1.74087375,40,5
(22  16),16.91952425,0.01375,2,16.91952425,40,30
(22  17),16.74543688,0.013125,2,16.74543688,40,30
(22  18),16.5713495,0.0125,2,16.5713495,40,29
(22  19),16.39726212,0.011875,2,16.39726212,40,29
(22  20),16.22317475,0.01125,2,16.22317475,40,29
(22  21),16.04908738,0.010625,2,16.04908738,40,28
(22  23),0.174087375,0.010625,2,0.174087375,40,2
(22  24),0.34817475,0.01125,2,0.34817475,40,2
(22  25),0.522262125,0.011875,2,0.522262125,40,3
(22  26),0.6963495,0.0125,2,0.6963495,40,3
(22  27),0.870436875,0.013125,2,0.870436875,40,3
(22  28),1.04452425,0.01375,2,1.04452425,40,3
(22  29),1.218611625,0.014375,2,1.218611625,40,4
(22  30),1.392699,0.015,2,1.392699,40,4
(22  31),1.566786375,0.015625,2,1.566786375,40,4
(23  16),17.09361163,0.014375,2,17.09361163,40,30
(23  17),16.91952425,0.01375,2,16.91952425,40,30
(23  18),16.74543688,0.013125,2,16.74543688,40,30
(23  19),16.5713495,0.0125,2,16.5713495,40,29
(23  20),16.39726212,0.011875,2,16.39726212,40,29
(23  21),16.22317475,0.01125,2,16.22317475,40,29
(23  22),16.04908738,0.010625,2,16.04908738,40,28
(23  24),0.174087375,0.010625,2,0.174087375,40,2
(23  25),0.34817475,0.01125,2,0.34817475,40,2
(23  26),0.522262125,0.011875,2,0.522262125,40,3
(23  27),0.6963495,0.0125,2,0.6963495,40,3
(23  28),0.870436875,0.013125,2,0.870436875,40,3
(23  29),1.04452425,0.01375,2,1.04452425,40,3
(23  30),1.218611625,0.014375,2,1.218611625,40,4
(23  31),1.392699,0.015,2,1.392699,40,4
(24  16),17.267699,0.015,2,17.267699,40,31
(24  17),17.09361163,0.014375,2,17.09361163,40,30
(24  18),16.91952425,0.01375,2,16.91952425,40,30
(24  19),16.74543688,0.013125,2,16.74543688,40,30
(24  20),16.5713495,0.0125,2,16.5713495,40,29
(24  21),16.39726212,0.011875,2,16.39726212,40,29
(24  22),16.22317475,0.01125,2,16.22317475,40,29
(24  23),16.04908738,0.010625,2,16.04908738,40,28
(24  25),0.174087375,0.010625,2,0.174087375,40,2
(24  26),0.34817475,0.01125,2,0.34817475,40,2
(24  27),0.522262125,0.011875,2,0.522262125,40,3
(24  28),0.6963495,0.0125,2,0.6963495,40,3
(24  29),0.870436875,0.013125,2,0.870436875,40,3
(24  30),1.04452425,0.01375,2,1.04452425,40,3
(24  31),1.218611625,0.014375,2,1.218611625,40,4
(25  16),17.44178638,0.015625,2,17.44178638,40,31
(25  17),17.267699,0.015,2,17.267699,40,31
(25  18),17.09361163,0.014375,2,17.09361163,40,30
(25  19),16.91952425,0.01375,2,16.91952425,40,30
(25  20),16.74543688,0.013125,2,16.74543688,40,30
(25  21),16.5713495,0.0125,2,16.5713495,40,29
(25  22),16.39726212,0.011875,2,16.39726212,40,29
(25  23),16.22317475,0.01125,2,16.22317475,40,29
(25  24),16.04908738,0.010625,2,16.04908738,40,28
(25  26),0.174087375,0.010625,2,0.174087375,40,2
(25  27),0.34817475,0.01125,2,0.34817475,40,2
(25  28),0.522262125,0.011875,2,0.522262125,40,3
(25  29),0.6963495,0.0125,2,0.6963495,40,3
(25  30),0.870436875,0.013125,2,0.870436875,40,3
(25  31),1.04452425,0.01375,2,1.04452425,40,3
(26  16),17.61587375,0.01625,2,17.61587375,40,31
(26  17),17.44178638,0.015625,2,17.44178638,40,31
(26  18),17.267699,0.015,2,17.267699,40,31
(26  19),17.09361163,0.014375,2,17.09361163,40,30
(26  20),16.91952425,0.01375,2,16.91952425,40,30
(26  21),16.74543688,0.013125,2,16.74543688,40,30
(26  22),16.5713495,0.0125,2,16.5713495,40,29
(26  23),16.39726212,0.011875,2,16.39726212,40,29
(26  24),16.22317475,0.01125,2,16.22317475,40,29
(26  25),16.04908738,0.010625,2,16.04908738,40,28
(26  27),0.174087375,0.010625,2,0.174087375,40,2
(26  28),0.34817475,0.01125,2,0.34817475,40,2
(26  29),0.522262125,0.011875,2,0.522262125,40,3
(26  30),0.6963495,0.0125,2,0.6963495,40,3
(26  31),0.870436875,0.013125,2,0.870436875,40,3
(27  16),17.78996112,0.016875,2,17.78996112,40,31
(27  17),17.61587375,0.01625,2,17.61587375,40,31
(27  18),17.44178638,0.015625,2,17.44178638,40,31
(27  19),17.267699,0.015,2,17.267699,40,31
(27  20),17.09361163,0.014375,2,17.09361163,40,30
(27  21),16.91952425,0.01375,2,16.91952425,40,30
(27  22),16.74543688,0.013125,2,16.74543688,40,30
(27  23),16.5713495,0.0125,2,16.5713495,40,29
(27  24),16.39726212,0.011875,2,16.39726212,40,29
(27  25),16.22317475,0.01125,2,16.22317475,40,29
(27  26),16.04908738,0.010625,2,16.04908738,40,28
(27  28),0.174087375,0.010625,2,0.174087375,40,2
(27  29),0.34817475,0.01125,2,0.34817475,40,2
(27  30),0.522262125,0.011875,2,0.522262125,40,3
(27  31),0.6963495,0.0125,2,0.6963495,40,3
(28  16),17.9640485,0.0175,2,17.9640485,40,32
(28  17),17.78996112,0.016875,2,17.78996112,40,31
(28  18),17.61587375,0.01625,2,17.61587375,40,31
(28  19),17.44178638,0.015625,2,17.44178638,40,31
(28  20),17.267699,0.015,2,17.267699,40,31
(28  21),17.09361163,0.014375,2,17.09361163,40,30
(28  22),16.91952425,0.01375,2,16.91952425,40,30
(28  23),16.74543688,0.013125,2,16.74543688,40,30
(28  24),16.5713495,0.0125,2,16.5713495,40,29
(28  25),16.39726212,0.011875,2,16.39726212,40,29
(28  26),16.22317475,0.01125,2,16.22317475,40,29
(28  27),16.04908738,0.010625,2,16.04908738,40,28
(28  29),0.174087375,0.010625,2,0.174087375,40,2
(28  30),0.34817475,0.01125,2,0.34817475,40,2
(28  31),0.522262125,0.011875,2,0.522262125,40,3
(29  16),18.13813588,0.018125,2,18.13813588,30,32
(29  17),17.9640485,0.0175,2,17.9640485,40,32
(29  18),17.78996112,0.016875,2,17.78996112,40,31
(29  19),17.61587375,0.01625,2,17.61587375,40,31
(29  20),17.44178638,0.015625,2,17.44178638,40,31
(29  21),17.267699,0.015,2,17.267699,40,31
(29  22),17.09361163,0.014375,2,17.09361163,40,30
(29  23),16.91952425,0.01375,2,16.91952425,40,30
(29  24),16.74543688,0.013125,2,16.74543688,40,30
(29  25),16.5713495,0.0125,2,16.5713495,40,29
(29  26),16.39726212,0.011875,2,16.39726212,40,29
(29  27),16.22317475,0.01125,2,16.22317475,40,29
(29  28),16.04908738,0.010625,2,16.04908738,40,28
(29  30),0.174087375,0.010625,2,0.174087375,40,2
(29  31),0.34817475,0.01125,2,0.34817475,40,2
(30  16),18.31222325,0.01875,2,18.31222325,25,33
(30  17),18.13813588,0.018125,2,18.13813588,30,32
(30  18),17.9640485,0.0175,2,17.9640485,40,32
(30  19),17.78996112,0.016875,2,17.78996112,40,31
(30  20),17.61587375,0.01625,2,17.61587375,40,31
(30  21),17.44178638,0.015625,2,17.44178638,40,31
(30  22),17.267699,0.015,2,17.267699,40,31
(30  23),17.09361163,0.014375,2,17.09361163,40,30
(30  24),16.91952425,0.01375,2,16.91952425,40,30
(30  25),16.74543688,0.013125,2,16.74543688,40,30
(30  26),16.5713495,0.0125,2,16.5713495,40,29
(30  27),16.39726212,0.011875,2,16.39726212,40,29
(30  28),16.22317475,0.01125,2,16.22317475,40,29
(30  29),16.04908738,0.010625,2,16.04908738,40,28
(30  31),0.174087375,0.010625,2,0.174087375,40,2
(31  16),18.48631063,0.019375,2,18.48631063,20,34
(31  17),18.31222325,0.01875,2,18.31222325,25,33
(31  18),18.13813588,0.018125,2,18.13813588,30,32
(31  19),17.9640485,0.0175,2,17.9640485,40,32
(31  20),17.78996112,0.016875,2,17.78996112,40,31
(31  21),17.61587375,0.01625,2,17.61587375,40,31
(31  22),17.44178638,0.015625,2,17.44178638,40,31
(31  23),17.267699,0.015,2,17.267699,40,31
(31  24),17.09361163,0.014375,2,17.09361163,40,30
(31  25),16.91952425,0.01375,2,16.91952425,40,30
