"combination(src,dst)",total_propogationloss(dB),total_bendloss(dB),total_couplingloss(dB),total_distance(cm),bitrate,photonic_delay
(51  58),1.218611625,0.014375,2,1.218611625,10,7
(51  59),1.392699,0.015,2,1.392699,10,8
(51  60),1.566786375,0.015625,2,1.566786375,10,8
(51  61),1.74087375,0.01625,2,1.74087375,10,8
(51  62),1.914961125,0.016875,2,1.914961125,10,9
(51  63),2.0890485,0.0175,2,2.0890485,10,9
(52  48),16.5713495,0.0125,2,16.5713495,10,33
(52  49),16.39726212,0.011875,2,16.39726212,10,33
(52  50),16.22317475,0.01125,2,16.22317475,10,32
(52  51),16.04908738,0.010625,2,16.04908738,10,32
(52  53),0.174087375,0.010625,2,0.174087375,10,6
(52  54),0.34817475,0.01125,2,0.34817475,10,6
(52  55),0.522262125,0.011875,2,0.522262125,10,6
(52  56),0.6963495,0.0125,2,0.6963495,10,7
(52  57),0.870436875,0.013125,2,0.870436875,10,7
(52  58),1.04452425,0.01375,2,1.04452425,10,7
(52  59),1.218611625,0.014375,2,1.218611625,10,7
(52  60),1.392699,0.015,2,1.392699,10,8
(52  61),1.566786375,0.015625,2,1.566786375,10,8
(52  62),1.74087375,0.01625,2,1.74087375,10,8
(52  63),1.914961125,0.016875,2,1.914961125,10,9
(53  48),16.74543688,0.013125,2,16.74543688,10,33
(53  49),16.5713495,0.0125,2,16.5713495,10,33
(53  50),16.39726212,0.011875,2,16.39726212,10,33
(53  51),16.22317475,0.01125,2,16.22317475,10,32
(53  52),16.04908738,0.010625,2,16.04908738,10,32
(53  54),0.174087375,0.010625,2,0.174087375,10,6
(53  55),0.34817475,0.01125,2,0.34817475,10,6
(53  56),0.522262125,0.011875,2,0.522262125,10,6
(53  57),0.6963495,0.0125,2,0.6963495,10,7
(53  58),0.870436875,0.013125,2,0.870436875,10,7
(53  59),1.04452425,0.01375,2,1.04452425,10,7
(53  60),1.218611625,0.014375,2,1.218611625,10,7
(53  61),1.392699,0.015,2,1.392699,10,8
(53  62),1.566786375,0.015625,2,1.566786375,10,8
(53  63),1.74087375,0.01625,2,1.74087375,10,8
(54  48),16.91952425,0.01375,2,16.91952425,10,34
(54  49),16.74543688,0.013125,2,16.74543688,10,33
(54  50),16.5713495,0.0125,2,16.5713495,10,33
(54  51),16.39726212,0.011875,2,16.39726212,10,33
(54  52),16.22317475,0.01125,2,16.22317475,10,32
(54  53),16.04908738,0.010625,2,16.04908738,10,32
(54  55),0.174087375,0.010625,2,0.174087375,10,6
(54  56),0.34817475,0.01125,2,0.34817475,10,6
(54  57),0.522262125,0.011875,2,0.522262125,10,6
(54  58),0.6963495,0.0125,2,0.6963495,10,7
(54  59),0.870436875,0.013125,2,0.870436875,10,7
(54  60),1.04452425,0.01375,2,1.04452425,10,7
(54  61),1.218611625,0.014375,2,1.218611625,10,7
(54  62),1.392699,0.015,2,1.392699,10,8
(54  63),1.566786375,0.015625,2,1.566786375,10,8
(55  48),17.09361163,0.014375,2,17.09361163,10,34
(55  49),16.91952425,0.01375,2,16.91952425,10,34
(55  50),16.74543688,0.013125,2,16.74543688,10,33
(55  51),16.5713495,0.0125,2,16.5713495,10,33
(55  52),16.39726212,0.011875,2,16.39726212,10,33
(55  53),16.22317475,0.01125,2,16.22317475,10,32
(55  54),16.04908738,0.010625,2,16.04908738,10,32
(55  56),0.174087375,0.010625,2,0.174087375,10,6
(55  57),0.34817475,0.01125,2,0.34817475,10,6
(55  58),0.522262125,0.011875,2,0.522262125,10,6
(55  59),0.6963495,0.0125,2,0.6963495,10,7
(55  60),0.870436875,0.013125,2,0.870436875,10,7
(55  61),1.04452425,0.01375,2,1.04452425,10,7
(55  62),1.218611625,0.014375,2,1.218611625,10,7
(55  63),1.392699,0.015,2,1.392699,10,8
(56  48),17.267699,0.015,2,17.267699,10,34
(56  49),17.09361163,0.014375,2,17.09361163,10,34
(56  50),16.91952425,0.01375,2,16.91952425,10,34
(56  51),16.74543688,0.013125,2,16.74543688,10,33
(56  52),16.5713495,0.0125,2,16.5713495,10,33
(56  53),16.39726212,0.011875,2,16.39726212,10,33
(56  54),16.22317475,0.01125,2,16.22317475,10,32
(56  55),16.04908738,0.010625,2,16.04908738,10,32
(56  57),0.174087375,0.010625,2,0.174087375,10,6
(56  58),0.34817475,0.01125,2,0.34817475,10,6
(56  59),0.522262125,0.011875,2,0.522262125,10,6
(56  60),0.6963495,0.0125,2,0.6963495,10,7
(56  61),0.870436875,0.013125,2,0.870436875,10,7
(56  62),1.04452425,0.01375,2,1.04452425,10,7
(56  63),1.218611625,0.014375,2,1.218611625,10,7
(57  48),17.44178638,0.015625,2,17.44178638,10,34
(57  49),17.267699,0.015,2,17.267699,10,34
(57  50),17.09361163,0.014375,2,17.09361163,10,34
(57  51),16.91952425,0.01375,2,16.91952425,10,34
(57  52),16.74543688,0.013125,2,16.74543688,10,33
(57  53),16.5713495,0.0125,2,16.5713495,10,33
(57  54),16.39726212,0.011875,2,16.39726212,10,33
(57  55),16.22317475,0.01125,2,16.22317475,10,32
(57  56),16.04908738,0.010625,2,16.04908738,10,32
(57  58),0.174087375,0.010625,2,0.174087375,10,6
(57  59),0.34817475,0.01125,2,0.34817475,10,6
(57  60),0.522262125,0.011875,2,0.522262125,10,6
(57  61),0.6963495,0.0125,2,0.6963495,10,7
(57  62),0.870436875,0.013125,2,0.870436875,10,7
(57  63),1.04452425,0.01375,2,1.04452425,10,7
(58  48),17.61587375,0.01625,2,17.61587375,10,35
(58  49),17.44178638,0.015625,2,17.44178638,10,34
(58  50),17.267699,0.015,2,17.267699,10,34
(58  51),17.09361163,0.014375,2,17.09361163,10,34
(58  52),16.91952425,0.01375,2,16.91952425,10,34
(58  53),16.74543688,0.013125,2,16.74543688,10,33
(58  54),16.5713495,0.0125,2,16.5713495,10,33
(58  55),16.39726212,0.011875,2,16.39726212,10,33
(58  56),16.22317475,0.01125,2,16.22317475,10,32
(58  57),16.04908738,0.010625,2,16.04908738,10,32
(58  59),0.174087375,0.010625,2,0.174087375,10,6
(58  60),0.34817475,0.01125,2,0.34817475,10,6
(58  61),0.522262125,0.011875,2,0.522262125,10,6
(58  62),0.6963495,0.0125,2,0.6963495,10,7
(58  63),0.870436875,0.013125,2,0.870436875,10,7
(59  48),17.78996112,0.016875,2,17.78996112,10,35
(59  49),17.61587375,0.01625,2,17.61587375,10,35
(59  50),17.44178638,0.015625,2,17.44178638,10,34
(59  51),17.267699,0.015,2,17.267699,10,34
(59  52),17.09361163,0.014375,2,17.09361163,10,34
(59  53),16.91952425,0.01375,2,16.91952425,10,34
(59  54),16.74543688,0.013125,2,16.74543688,10,33
(59  55),16.5713495,0.0125,2,16.5713495,10,33
(59  56),16.39726212,0.011875,2,16.39726212,10,33
(59  57),16.22317475,0.01125,2,16.22317475,10,32
(59  58),16.04908738,0.010625,2,16.04908738,10,32
(59  60),0.174087375,0.010625,2,0.174087375,10,6
(59  61),0.34817475,0.01125,2,0.34817475,10,6
(59  62),0.522262125,0.011875,2,0.522262125,10,6
(59  63),0.6963495,0.0125,2,0.6963495,10,7
(60  48),17.9640485,0.0175,2,17.9640485,10,35
(60  49),17.78996112,0.016875,2,17.78996112,10,35
(60  50),17.61587375,0.01625,2,17.61587375,10,35
(60  51),17.44178638,0.015625,2,17.44178638,10,34
(60  52),17.267699,0.015,2,17.267699,10,34
(60  53),17.09361163,0.014375,2,17.09361163,10,34
(60  54),16.91952425,0.01375,2,16.91952425,10,34
(60  55),16.74543688,0.013125,2,16.74543688,10,33
(60  56),16.5713495,0.0125,2,16.5713495,10,33
(60  57),16.39726212,0.011875,2,16.39726212,10,33
(60  58),16.22317475,0.01125,2,16.22317475,10,32
(60  59),16.04908738,0.010625,2,16.04908738,10,32
(60  61),0.174087375,0.010625,2,0.174087375,10,6
(60  62),0.34817475,0.01125,2,0.34817475,10,6
(60  63),0.522262125,0.011875,2,0.522262125,10,6
(61  48),18.13813588,0.018125,2,18.13813588,10,36
(61  49),17.9640485,0.0175,2,17.9640485,10,35
(61  50),17.78996112,0.016875,2,17.78996112,10,35
(61  51),17.61587375,0.01625,2,17.61587375,10,35
(61  52),17.44178638,0.015625,2,17.44178638,10,34
(61  53),17.267699,0.015,2,17.267699,10,34
(61  54),17.09361163,0.014375,2,17.09361163,10,34
(61  55),16.91952425,0.01375,2,16.91952425,10,34
(61  56),16.74543688,0.013125,2,16.74543688,10,33
(61  57),16.5713495,0.0125,2,16.5713495,10,33
(61  58),16.39726212,0.011875,2,16.39726212,10,33
(61  59),16.22317475,0.01125,2,16.22317475,10,32
(61  60),16.04908738,0.010625,2,16.04908738,10,32
(61  62),0.174087375,0.010625,2,0.174087375,10,6
(61  63),0.34817475,0.01125,2,0.34817475,10,6
(62  48),18.31222325,0.01875,2,18.31222325,10,36
(62  49),18.13813588,0.018125,2,18.13813588,10,36
(62  50),17.9640485,0.0175,2,17.9640485,10,35
(62  51),17.78996112,0.016875,2,17.78996112,10,35
(62  52),17.61587375,0.01625,2,17.61587375,10,35
(62  53),17.44178638,0.015625,2,17.44178638,10,34
(62  54),17.267699,0.015,2,17.267699,10,34
(62  55),17.09361163,0.014375,2,17.09361163,10,34
(62  56),16.91952425,0.01375,2,16.91952425,10,34
(62  57),16.74543688,0.013125,2,16.74543688,10,33
(62  58),16.5713495,0.0125,2,16.5713495,10,33
(62  59),16.39726212,0.011875,2,16.39726212,10,33
(62  60),16.22317475,0.01125,2,16.22317475,10,32
(62  61),16.04908738,0.010625,2,16.04908738,10,32
(62  63),0.174087375,0.010625,2,0.174087375,10,6
(63  48),18.48631063,0.019375,2,18.48631063,10,36
(63  49),18.31222325,0.01875,2,18.31222325,10,36
(63  50),18.13813588,0.018125,2,18.13813588,10,36
(63  51),17.9640485,0.0175,2,17.9640485,10,35
(63  52),17.78996112,0.016875,2,17.78996112,10,35
(63  53),17.61587375,0.01625,2,17.61587375,10,35
(63  54),17.44178638,0.015625,2,17.44178638,10,34
(63  55),17.267699,0.015,2,17.267699,10,34
(63  56),17.09361163,0.014375,2,17.09361163,10,34
(63  57),16.91952425,0.01375,2,16.91952425,10,34
(63  58),16.74543688,0.013125,2,16.74543688,10,33
(63  59),16.5713495,0.0125,2,16.5713495,10,33
(63  60),16.39726212,0.011875,2,16.39726212,10,33
(63  61),16.22317475,0.01125,2,16.22317475,10,32
(63  62),16.04908738,0.010625,2,16.04908738,10,32
