"combination(src,dst)",total_propogationloss(dB),total_bendloss(dB),total_couplingloss(dB),total_distance(cm),bitrate,photonic_delay
(37  47),0.0,0.0,2.0,0.0,25,7
(38  32),8.517699,0.02,2.0,8.517699,15,11
(38  33),8.642699,0.02,2.0,8.642699,25,7
(38  34),8.517699,0.02,2.0,8.517699,15,11
(38  35),8.642699,0.02,2.0,8.642699,25,7
(38  36),8.517699,0.02,2.0,8.517699,5,33
(38  37),8.642699,0.02,2.0,8.642699,5,33
(38  39),0.125,0.0,2.0,0.125,20,9
(38  40),0.0,0.0,2.0,0.0,30,6
(38  41),0.125,0.0,2.0,0.125,30,6
(38  42),0.0,0.0,2.0,0.0,25,7
(38  43),0.125,0.0,2.0,0.125,30,6
(38  44),0.0,0.0,2.0,0.0,25,7
(38  45),0.125,0.0,2.0,0.125,20,9
(38  46),0.0,0.0,2.0,0.0,20,8
(38  47),0.125,0.0,2.0,0.125,25,7
(39  32),8.392699,0.02,2.0,8.392699,10,17
(39  33),8.517699,0.02,2.0,8.517699,20,9
(39  34),8.392699,0.02,2.0,8.392699,20,9
(39  35),8.517699,0.02,2.0,8.517699,30,6
(39  36),8.392699,0.02,2.0,8.392699,10,17
(39  37),8.517699,0.02,2.0,8.517699,30,6
(39  38),8.392699,0.02,2.0,8.392699,30,6
(39  40),0.125,0.0,2.0,0.125,30,6
(39  41),0.0,0.0,2.0,0.0,5,32
(39  42),0.125,0.0,2.0,0.125,10,17
(39  43),0.0,0.0,2.0,0.0,25,7
(39  44),0.125,0.0,2.0,0.125,15,11
(39  45),0.0,0.0,2.0,0.0,25,7
(39  46),0.125,0.0,2.0,0.125,15,11
(39  47),0.0,0.0,2.0,0.0,10,16
(40  32),8.517699,0.02,2.0,8.517699,25,7
(40  33),8.642699,0.02,2.0,8.642699,20,9
(40  34),8.517699,0.02,2.0,8.517699,20,9
(40  35),8.642699,0.02,2.0,8.642699,20,9
(40  36),8.517699,0.02,2.0,8.517699,15,11
(40  37),8.642699,0.02,2.0,8.642699,15,11
(40  38),8.517699,0.02,2.0,8.517699,20,9
(40  39),8.642699,0.02,2.0,8.642699,15,11
(40  41),0.125,0.0,2.0,0.125,30,6
(40  42),0.0,0.0,2.0,0.0,25,7
(40  43),0.125,0.0,2.0,0.125,30,6
(40  44),0.0,0.0,2.0,0.0,5,32
(40  45),0.125,0.0,2.0,0.125,15,11
(40  46),0.0,0.0,2.0,0.0,15,11
(40  47),0.125,0.0,2.0,0.125,30,6
(41  32),8.392699,0.02,2.0,8.392699,10,17
(41  33),8.517699,0.02,2.0,8.517699,10,17
(41  34),8.392699,0.02,2.0,8.392699,10,17
(41  35),8.517699,0.02,2.0,8.517699,20,9
(41  36),8.392699,0.02,2.0,8.392699,25,7
(41  37),8.517699,0.02,2.0,8.517699,5,33
(41  38),8.392699,0.02,2.0,8.392699,10,17
(41  39),8.517699,0.02,2.0,8.517699,15,11
(41  40),8.392699,0.02,2.0,8.392699,15,11
(41  42),0.125,0.0,2.0,0.125,20,9
(41  43),0.0,0.0,2.0,0.0,15,11
(41  44),0.125,0.0,2.0,0.125,10,17
(41  45),0.0,0.0,2.0,0.0,25,7
(41  46),0.125,0.0,2.0,0.125,5,33
(41  47),0.0,0.0,2.0,0.0,30,6
(42  32),8.517699,0.02,2.0,8.517699,30,6
(42  33),8.642699,0.02,2.0,8.642699,30,6
(42  34),8.517699,0.02,2.0,8.517699,10,17
(42  35),8.642699,0.02,2.0,8.642699,5,33
(42  36),8.517699,0.02,2.0,8.517699,5,33
(42  37),8.642699,0.02,2.0,8.642699,15,11
(42  38),8.517699,0.02,2.0,8.517699,15,11
(42  39),8.642699,0.02,2.0,8.642699,25,7
(42  40),8.517699,0.02,2.0,8.517699,30,6
(42  41),8.642699,0.02,2.0,8.642699,15,11
(42  43),0.125,0.0,2.0,0.125,10,17
(42  44),0.0,0.0,2.0,0.0,10,16
(42  45),0.125,0.0,2.0,0.125,5,33
(42  46),0.0,0.0,2.0,0.0,10,16
(42  47),0.125,0.0,2.0,0.125,30,6
(43  32),8.392699,0.02,2.0,8.392699,10,17
(43  33),8.517699,0.02,2.0,8.517699,5,33
(43  34),8.392699,0.02,2.0,8.392699,25,7
(43  35),8.517699,0.02,2.0,8.517699,15,11
(43  36),8.392699,0.02,2.0,8.392699,30,6
(43  37),8.517699,0.02,2.0,8.517699,30,6
(43  38),8.392699,0.02,2.0,8.392699,15,11
(43  39),8.517699,0.02,2.0,8.517699,10,17
(43  40),8.392699,0.02,2.0,8.392699,15,11
(43  41),8.517699,0.02,2.0,8.517699,30,6
(43  42),8.392699,0.02,2.0,8.392699,25,7
(43  44),0.125,0.0,2.0,0.125,20,9
(43  45),0.0,0.0,2.0,0.0,15,11
(43  46),0.125,0.0,2.0,0.125,15,11
(43  47),0.0,0.0,2.0,0.0,15,11
(44  32),8.517699,0.02,2.0,8.517699,20,9
(44  33),8.642699,0.02,2.0,8.642699,15,11
(44  34),8.517699,0.02,2.0,8.517699,5,33
(44  35),8.642699,0.02,2.0,8.642699,20,9
(44  36),8.517699,0.02,2.0,8.517699,5,33
(44  37),8.642699,0.02,2.0,8.642699,20,9
(44  38),8.517699,0.02,2.0,8.517699,5,33
(44  39),8.642699,0.02,2.0,8.642699,5,33
(44  40),8.517699,0.02,2.0,8.517699,20,9
(44  41),8.642699,0.02,2.0,8.642699,5,33
(44  42),8.517699,0.02,2.0,8.517699,10,17
(44  43),8.642699,0.02,2.0,8.642699,20,9
(44  45),0.125,0.0,2.0,0.125,20,9
(44  46),0.0,0.0,2.0,0.0,15,11
(44  47),0.125,0.0,2.0,0.125,20,9
(45  32),8.392699,0.02,2.0,8.392699,15,11
(45  33),8.517699,0.02,2.0,8.517699,25,7
(45  34),8.392699,0.02,2.0,8.392699,15,11
(45  35),8.517699,0.02,2.0,8.517699,30,6
(45  36),8.392699,0.02,2.0,8.392699,5,33
(45  37),8.517699,0.02,2.0,8.517699,10,17
(45  38),8.392699,0.02,2.0,8.392699,20,9
(45  39),8.517699,0.02,2.0,8.517699,10,17
(45  40),8.392699,0.02,2.0,8.392699,20,9
(45  41),8.517699,0.02,2.0,8.517699,10,17
(45  42),8.392699,0.02,2.0,8.392699,20,9
(45  43),8.517699,0.02,2.0,8.517699,10,17
(45  44),8.392699,0.02,2.0,8.392699,10,17
(45  46),0.125,0.0,2.0,0.125,5,33
(45  47),0.0,0.0,2.0,0.0,25,7
(46  32),8.517699,0.02,2.0,8.517699,25,7
(46  33),8.642699,0.02,2.0,8.642699,30,6
(46  34),8.517699,0.02,2.0,8.517699,25,7
(46  35),8.642699,0.02,2.0,8.642699,20,9
(46  36),8.517699,0.02,2.0,8.517699,5,33
(46  37),8.642699,0.02,2.0,8.642699,10,17
(46  38),8.517699,0.02,2.0,8.517699,5,33
(46  39),8.642699,0.02,2.0,8.642699,5,33
(46  40),8.517699,0.02,2.0,8.517699,30,6
(46  41),8.642699,0.02,2.0,8.642699,5,33
(46  42),8.517699,0.02,2.0,8.517699,25,7
(46  43),8.642699,0.02,2.0,8.642699,20,9
(46  44),8.517699,0.02,2.0,8.517699,25,7
(46  45),8.642699,0.02,2.0,8.642699,15,11
(46  47),0.125,0.0,2.0,0.125,10,17
(47  32),8.392699,0.02,2.0,8.392699,25,7
(47  33),8.517699,0.02,2.0,8.517699,30,6
(47  34),8.392699,0.02,2.0,8.392699,5,33
(47  35),8.517699,0.02,2.0,8.517699,25,7
(47  36),8.392699,0.02,2.0,8.392699,30,6
(47  37),8.517699,0.02,2.0,8.517699,15,11
(47  38),8.392699,0.02,2.0,8.392699,10,17
(47  39),8.517699,0.02,2.0,8.517699,30,6
(47  40),8.392699,0.02,2.0,8.392699,25,7
(47  41),8.517699,0.02,2.0,8.517699,20,9
(47  42),8.392699,0.02,2.0,8.392699,5,33
(47  43),8.517699,0.02,2.0,8.517699,5,33
(47  44),8.392699,0.02,2.0,8.392699,25,7
(47  45),8.517699,0.02,2.0,8.517699,15,11
(47  46),8.392699,0.02,2.0,8.392699,20,9
(48  49),0.125,0.0,2.0,0.125,5,33
(48  50),0.0,0.0,2.0,0.0,25,7
(48  51),0.125,0.0,2.0,0.125,15,11
(48  52),0.0,0.0,2.0,0.0,30,6
(48  53),0.125,0.0,2.0,0.125,5,33
(48  54),0.0,0.0,2.0,0.0,30,6
(48  55),0.125,0.0,2.0,0.125,30,6
(48  56),0.0,0.0,2.0,0.0,5,32
(48  57),0.125,0.0,2.0,0.125,15,11
(48  58),0.0,0.0,2.0,0.0,5,32
(48  59),0.125,0.0,2.0,0.125,5,33
(48  60),0.0,0.0,2.0,0.0,10,16
(48  61),0.125,0.0,2.0,0.125,10,17
(48  62),0.0,0.0,2.0,0.0,10,16
(48  63),0.125,0.0,2.0,0.125,10,17
(49  48),8.392699,0.025,2.0,8.392699,10,17
(49  50),0.125,0.0,2.0,0.125,20,9
(49  51),0.0,0.0,2.0,0.0,5,32
(49  52),0.125,0.0,2.0,0.125,25,7
(49  53),0.0,0.0,2.0,0.0,25,7
(49  54),0.125,0.0,2.0,0.125,20,9
(49  55),0.0,0.0,2.0,0.0,15,11
(49  56),0.125,0.0,2.0,0.125,10,17
(49  57),0.0,0.0,2.0,0.0,25,7
(49  58),0.125,0.0,2.0,0.125,20,9
(49  59),0.0,0.0,2.0,0.0,15,11
(49  60),0.125,0.0,2.0,0.125,25,7
(49  61),0.0,0.0,2.0,0.0,30,6
(49  62),0.125,0.0,2.0,0.125,30,6
(49  63),0.0,0.0,2.0,0.0,25,7
(50  48),8.517699,0.025,2.0,8.517699,15,11
(50  49),8.642699,0.025,2.0,8.642699,15,11
(50  51),0.125,0.0,2.0,0.125,20,9
(50  52),0.0,0.0,2.0,0.0,10,16
(50  53),0.125,0.0,2.0,0.125,25,7
(50  54),0.0,0.0,2.0,0.0,5,32
(50  55),0.125,0.0,2.0,0.125,5,33
(50  56),0.0,0.0,2.0,0.0,10,16
(50  57),0.125,0.0,2.0,0.125,30,6
(50  58),0.0,0.0,2.0,0.0,5,32
(50  59),0.125,0.0,2.0,0.125,25,7
(50  60),0.0,0.0,2.0,0.0,25,7
(50  61),0.125,0.0,2.0,0.125,5,33
(50  62),0.0,0.0,2.0,0.0,25,7
(50  63),0.125,0.0,2.0,0.125,5,33
(51  48),8.392699,0.025,2.0,8.392699,15,11
(51  49),8.517699,0.025,2.0,8.517699,10,17
(51  50),8.392699,0.025,2.0,8.392699,25,7
(51  52),0.125,0.0,2.0,0.125,10,17
(51  53),0.0,0.0,2.0,0.0,25,7
(51  54),0.125,0.0,2.0,0.125,5,33
(51  55),0.0,0.0,2.0,0.0,20,8
(51  56),0.125,0.0,2.0,0.125,25,7
(51  57),0.0,0.0,2.0,0.0,10,16
(51  58),0.125,0.0,2.0,0.125,20,9
(51  59),0.0,0.0,2.0,0.0,15,11
(51  60),0.125,0.0,2.0,0.125,20,9
(51  61),0.0,0.0,2.0,0.0,30,6
(51  62),0.125,0.0,2.0,0.125,30,6
(51  63),0.0,0.0,2.0,0.0,10,16
(52  48),8.517699,0.025,2.0,8.517699,20,9
(52  49),8.642699,0.025,2.0,8.642699,5,33
(52  50),8.517699,0.025,2.0,8.517699,25,7
(52  51),8.642699,0.025,2.0,8.642699,25,7
(52  53),0.125,0.0,2.0,0.125,25,7
(52  54),0.0,0.0,2.0,0.0,25,7
(52  55),0.125,0.0,2.0,0.125,10,17
(52  56),0.0,0.0,2.0,0.0,10,16
(52  57),0.125,0.0,2.0,0.125,5,33
(52  58),0.0,0.0,2.0,0.0,15,11
(52  59),0.125,0.0,2.0,0.125,10,17
(52  60),0.0,0.0,2.0,0.0,25,7
(52  61),0.125,0.0,2.0,0.125,20,9
(52  62),0.0,0.0,2.0,0.0,15,11
(52  63),0.125,0.0,2.0,0.125,25,7
(53  48),8.392699,0.025,2.0,8.392699,5,33
(53  49),8.517699,0.025,2.0,8.517699,5,33
(53  50),8.392699,0.025,2.0,8.392699,20,9
(53  51),8.517699,0.025,2.0,8.517699,15,11
(53  52),8.392699,0.025,2.0,8.392699,10,17
(53  54),0.125,0.0,2.0,0.125,10,17
(53  55),0.0,0.0,2.0,0.0,5,32
(53  56),0.125,0.0,2.0,0.125,25,7
(53  57),0.0,0.0,2.0,0.0,15,11
(53  58),0.125,0.0,2.0,0.125,15,11
(53  59),0.0,0.0,2.0,0.0,5,32
(53  60),0.125,0.0,2.0,0.125,25,7
(53  61),0.0,0.0,2.0,0.0,30,6
(53  62),0.125,0.0,2.0,0.125,30,6
(53  63),0.0,0.0,2.0,0.0,10,16
(54  48),8.517699,0.025,2.0,8.517699,30,6
(54  49),8.642699,0.025,2.0,8.642699,20,9
(54  50),8.517699,0.025,2.0,8.517699,30,6
(54  51),8.642699,0.025,2.0,8.642699,15,11
(54  52),8.517699,0.025,2.0,8.517699,15,11
(54  53),8.642699,0.025,2.0,8.642699,15,11
(54  55),0.125,0.0,2.0,0.125,25,7
(54  56),0.0,0.0,2.0,0.0,30,6
(54  57),0.125,0.0,2.0,0.125,10,17
(54  58),0.0,0.0,2.0,0.0,15,11
(54  59),0.125,0.0,2.0,0.125,20,9
(54  60),0.0,0.0,2.0,0.0,30,6
(54  61),0.125,0.0,2.0,0.125,15,11
(54  62),0.0,0.0,2.0,0.0,25,7
(54  63),0.125,0.0,2.0,0.125,10,17
(55  48),8.392699,0.025,2.0,8.392699,15,11
(55  49),8.517699,0.025,2.0,8.517699,30,6
(55  50),8.392699,0.025,2.0,8.392699,20,9
(55  51),8.517699,0.025,2.0,8.517699,15,11
(55  52),8.392699,0.025,2.0,8.392699,20,9
(55  53),8.517699,0.025,2.0,8.517699,30,6
(55  54),8.392699,0.025,2.0,8.392699,25,7
(55  56),0.125,0.0,2.0,0.125,15,11
(55  57),0.0,0.0,2.0,0.0,10,16
(55  58),0.125,0.0,2.0,0.125,5,33
(55  59),0.0,0.0,2.0,0.0,10,16
(55  60),0.125,0.0,2.0,0.125,15,11
(55  61),0.0,0.0,2.0,0.0,20,8
(55  62),0.125,0.0,2.0,0.125,20,9
(55  63),0.0,0.0,2.0,0.0,15,11
(56  48),8.517699,0.025,2.0,8.517699,30,6
(56  49),8.642699,0.025,2.0,8.642699,30,6
(56  50),8.517699,0.025,2.0,8.517699,25,7
(56  51),8.642699,0.025,2.0,8.642699,20,9
(56  52),8.517699,0.025,2.0,8.517699,20,9
(56  53),8.642699,0.025,2.0,8.642699,30,6
(56  54),8.517699,0.025,2.0,8.517699,30,6
(56  55),8.642699,0.025,2.0,8.642699,30,6
(56  57),0.125,0.0,2.0,0.125,20,9
(56  58),0.0,0.0,2.0,0.0,10,16
(56  59),0.125,0.0,2.0,0.125,5,33
(56  60),0.0,0.0,2.0,0.0,20,8
(56  61),0.125,0.0,2.0,0.125,30,6
(56  62),0.0,0.0,2.0,0.0,30,6
(56  63),0.125,0.0,2.0,0.125,5,33
(57  48),8.392699,0.025,2.0,8.392699,25,7
(57  49),8.517699,0.025,2.0,8.517699,10,17
(57  50),8.392699,0.025,2.0,8.392699,15,11
(57  51),8.517699,0.025,2.0,8.517699,15,11
(57  52),8.392699,0.025,2.0,8.392699,10,17
(57  53),8.517699,0.025,2.0,8.517699,25,7
(57  54),8.392699,0.025,2.0,8.392699,15,11
(57  55),8.517699,0.025,2.0,8.517699,15,11
(57  56),8.392699,0.025,2.0,8.392699,25,7
(57  58),0.125,0.0,2.0,0.125,5,33
(57  59),0.0,0.0,2.0,0.0,15,11
(57  60),0.125,0.0,2.0,0.125,5,33
(57  61),0.0,0.0,2.0,0.0,30,6
(57  62),0.125,0.0,2.0,0.125,15,11
(57  63),0.0,0.0,2.0,0.0,20,8
(58  48),8.517699,0.025,2.0,8.517699,25,7
(58  49),8.642699,0.025,2.0,8.642699,5,33
(58  50),8.517699,0.025,2.0,8.517699,5,33
(58  51),8.642699,0.025,2.0,8.642699,20,9
(58  52),8.517699,0.025,2.0,8.517699,30,6
(58  53),8.642699,0.025,2.0,8.642699,25,7
(58  54),8.517699,0.025,2.0,8.517699,15,11
(58  55),8.642699,0.025,2.0,8.642699,30,6
(58  56),8.517699,0.025,2.0,8.517699,10,17
(58  57),8.642699,0.025,2.0,8.642699,15,11
(58  59),0.125,0.0,2.0,0.125,15,11
(58  60),0.0,0.0,2.0,0.0,30,6
(58  61),0.125,0.0,2.0,0.125,10,17
(58  62),0.0,0.0,2.0,0.0,20,8
(58  63),0.125,0.0,2.0,0.125,25,7
(59  48),8.392699,0.025,2.0,8.392699,30,6
(59  49),8.517699,0.025,2.0,8.517699,20,9
(59  50),8.392699,0.025,2.0,8.392699,5,33
(59  51),8.517699,0.025,2.0,8.517699,15,11
(59  52),8.392699,0.025,2.0,8.392699,20,9
(59  53),8.517699,0.025,2.0,8.517699,30,6
(59  54),8.392699,0.025,2.0,8.392699,20,9
(59  55),8.517699,0.025,2.0,8.517699,15,11
(59  56),8.392699,0.025,2.0,8.392699,15,11
(59  57),8.517699,0.025,2.0,8.517699,5,33
(59  58),8.392699,0.025,2.0,8.392699,30,6
(59  60),0.125,0.0,2.0,0.125,25,7
(59  61),0.0,0.0,2.0,0.0,15,11
(59  62),0.125,0.0,2.0,0.125,30,6
(59  63),0.0,0.0,2.0,0.0,30,6
(60  48),8.517699,0.025,2.0,8.517699,30,6
(60  49),8.642699,0.025,2.0,8.642699,15,11
(60  50),8.517699,0.025,2.0,8.517699,30,6
(60  51),8.642699,0.025,2.0,8.642699,10,17
(60  52),8.517699,0.025,2.0,8.517699,10,17
(60  53),8.642699,0.025,2.0,8.642699,20,9
(60  54),8.517699,0.025,2.0,8.517699,5,33
(60  55),8.642699,0.025,2.0,8.642699,15,11
(60  56),8.517699,0.025,2.0,8.517699,30,6
(60  57),8.642699,0.025,2.0,8.642699,30,6
(60  58),8.517699,0.025,2.0,8.517699,15,11
(60  59),8.642699,0.025,2.0,8.642699,20,9
(60  61),0.125,0.0,2.0,0.125,25,7
(60  62),0.0,0.0,2.0,0.0,30,6
(60  63),0.125,0.0,2.0,0.125,25,7
(61  48),8.392699,0.025,2.0,8.392699,15,11
(61  49),8.517699,0.025,2.0,8.517699,20,9
(61  50),8.392699,0.025,2.0,8.392699,5,33
(61  51),8.517699,0.025,2.0,8.517699,30,6
(61  52),8.392699,0.025,2.0,8.392699,25,7
(61  53),8.517699,0.025,2.0,8.517699,30,6
(61  54),8.392699,0.025,2.0,8.392699,10,17
(61  55),8.517699,0.025,2.0,8.517699,10,17
(61  56),8.392699,0.025,2.0,8.392699,30,6
(61  57),8.517699,0.025,2.0,8.517699,20,9
(61  58),8.392699,0.025,2.0,8.392699,25,7
(61  59),8.517699,0.025,2.0,8.517699,5,33
(61  60),8.392699,0.025,2.0,8.392699,20,9
(61  62),0.125,0.0,2.0,0.125,15,11
(61  63),0.0,0.0,2.0,0.0,20,8
(62  48),8.517699,0.025,2.0,8.517699,20,9
(62  49),8.642699,0.025,2.0,8.642699,5,33
(62  50),8.517699,0.025,2.0,8.517699,25,7
(62  51),8.642699,0.025,2.0,8.642699,25,7
(62  52),8.517699,0.025,2.0,8.517699,10,17
(62  53),8.642699,0.025,2.0,8.642699,30,6
(62  54),8.517699,0.025,2.0,8.517699,10,17
(62  55),8.642699,0.025,2.0,8.642699,15,11
(62  56),8.517699,0.025,2.0,8.517699,30,6
(62  57),8.642699,0.025,2.0,8.642699,10,17
(62  58),8.517699,0.025,2.0,8.517699,30,6
(62  59),8.642699,0.025,2.0,8.642699,25,7
(62  60),8.517699,0.025,2.0,8.517699,30,6
(62  61),8.642699,0.025,2.0,8.642699,20,9
(62  63),0.125,0.0,2.0,0.125,20,9
(63  48),8.392699,0.025,2.0,8.392699,5,33
(63  49),8.517699,0.025,2.0,8.517699,20,9
(63  50),8.392699,0.025,2.0,8.392699,25,7
(63  51),8.517699,0.025,2.0,8.517699,20,9
(63  52),8.392699,0.025,2.0,8.392699,30,6
(63  53),8.517699,0.025,2.0,8.517699,20,9
(63  54),8.392699,0.025,2.0,8.392699,20,9
(63  55),8.517699,0.025,2.0,8.517699,30,6
(63  56),8.392699,0.025,2.0,8.392699,10,17
(63  57),8.517699,0.025,2.0,8.517699,30,6
(63  58),8.392699,0.025,2.0,8.392699,20,9
(63  59),8.517699,0.025,2.0,8.517699,25,7
(63  60),8.392699,0.025,2.0,8.392699,30,6
(63  61),8.517699,0.025,2.0,8.517699,15,11
(63  62),8.392699,0.025,2.0,8.392699,25,7
