"combination(src,dst)",total_propogationloss(dB),total_bendloss(dB),total_couplingloss(dB),total_distance(cm),bitrate,photonic_delay
(44  36),8.517699,0.025,2,8.517699,15,3
(44  37),8.642699,0.025,2,8.642699,15,3
(44  38),8.517699,0.025,2,8.517699,15,3
(44  39),8.642699,0.025,2,8.642699,15,3
(44  40),8.517699,0.025,2,8.517699,15,3
(44  41),8.642699,0.025,2,8.642699,15,3
(44  42),8.517699,0.025,2,8.517699,15,3
(44  43),8.642699,0.025,2,8.642699,15,3
(44  45),0,0,2,0,35,2
(44  46),0.125,0,2,0.125,35,2
(44  47),0.1875,0,2,0.1875,35,2
(45  32),8.392699,0.025,2,8.392699,5,9
(45  33),8.517699,0.025,2,8.517699,15,3
(45  34),8.392699,0.025,2,8.392699,5,9
(45  35),8.517699,0.025,2,8.517699,15,3
(45  36),8.392699,0.025,2,8.392699,5,9
(45  37),8.517699,0.025,2,8.517699,15,3
(45  38),8.392699,0.025,2,8.392699,5,9
(45  39),8.517699,0.025,2,8.517699,15,3
(45  40),8.392699,0.025,2,8.392699,5,9
(45  41),8.517699,0.025,2,8.517699,15,3
(45  42),8.392699,0.025,2,8.392699,5,9
(45  43),8.517699,0.025,2,8.517699,15,3
(45  44),0,0.025,2,0,35,2
(45  46),0.0625,0,2,0.0625,35,2
(45  47),0.125,0,2,0.125,35,2
(46  32),8.517699,0.025,2,8.517699,15,3
(46  33),8.642699,0.025,2,8.642699,15,3
(46  34),8.517699,0.025,2,8.517699,15,3
(46  35),8.642699,0.025,2,8.642699,15,3
(46  36),8.517699,0.025,2,8.517699,15,3
(46  37),8.642699,0.025,2,8.642699,15,3
(46  38),8.517699,0.025,2,8.517699,15,3
(46  39),8.642699,0.025,2,8.642699,15,3
(46  40),8.517699,0.025,2,8.517699,15,3
(46  41),8.642699,0.025,2,8.642699,15,3
(46  42),8.517699,0.025,2,8.517699,15,3
(46  43),8.642699,0.025,2,8.642699,15,3
(46  44),8.517699,0.025,2,8.517699,15,3
(46  45),8.642699,0.025,2,8.642699,15,3
(46  47),0,0,2,0,35,2
(47  32),8.392699,0.025,2,8.392699,5,9
(47  33),8.517699,0.025,2,8.517699,15,3
(47  34),8.392699,0.025,2,8.392699,5,9
(47  35),8.517699,0.025,2,8.517699,15,3
(47  36),8.392699,0.025,2,8.392699,5,9
(47  37),8.517699,0.025,2,8.517699,15,3
(47  38),8.392699,0.025,2,8.392699,5,9
(47  39),8.517699,0.025,2,8.517699,15,3
(47  40),8.392699,0.025,2,8.392699,5,9
(47  41),8.517699,0.025,2,8.517699,15,3
(47  42),8.392699,0.025,2,8.392699,5,9
(47  43),8.517699,0.025,2,8.517699,15,3
(47  44),8.392699,0.025,2,8.392699,5,9
(47  45),8.517699,0.025,2,8.517699,15,3
(47  46),0,0.025,2,0,35,2
(48  49),0,0,2,0,35,2
(48  50),0.125,0,2,0.125,35,2
(48  51),0.1875,0,2,0.1875,35,2
(48  52),0.25,0,2,0.25,35,2
(48  53),0.3125,0,2,0.3125,35,2
(48  54),0.375,0,2,0.375,35,2
(48  55),0.4375,0,2,0.4375,35,2
(48  56),0.5,0,2,0.5,35,2
(48  57),0.5625,0,2,0.5625,35,2
(48  58),0.625,0,2,0.625,35,2
(48  59),0.6875,0,2,0.6875,35,2
(48  60),0.75,0,2,0.75,35,2
(48  61),0.8125,0,2,0.8125,35,2
(48  62),0.875,0,2,0.875,35,2
(48  63),0.9375,0,2,0.9375,35,2
(49  48),0,0.025,2,0,35,2
(49  50),0.0625,0,2,0.0625,35,2
(49  51),0.125,0,2,0.125,35,2
(49  52),0.1875,0,2,0.1875,35,2
(49  53),0.25,0,2,0.25,35,2
(49  54),0.3125,0,2,0.3125,35,2
(49  55),0.375,0,2,0.375,35,2
(49  56),0.4375,0,2,0.4375,35,2
(49  57),0.5,0,2,0.5,35,2
(49  58),0.5625,0,2,0.5625,35,2
(49  59),0.625,0,2,0.625,35,2
(49  60),0.6875,0,2,0.6875,35,2
(49  61),0.75,0,2,0.75,35,2
(49  62),0.8125,0,2,0.8125,35,2
(49  63),0.875,0,2,0.875,35,2
(50  48),8.517699,0.025,2,8.517699,15,3
(50  49),8.642699,0.025,2,8.642699,15,3
(50  51),0,0,2,0,35,2
(50  52),0.125,0,2,0.125,35,2
(50  53),0.1875,0,2,0.1875,35,2
(50  54),0.25,0,2,0.25,35,2
(50  55),0.3125,0,2,0.3125,35,2
(50  56),0.375,0,2,0.375,35,2
(50  57),0.4375,0,2,0.4375,35,2
(50  58),0.5,0,2,0.5,35,2
(50  59),0.5625,0,2,0.5625,35,2
(50  60),0.625,0,2,0.625,35,2
(50  61),0.6875,0,2,0.6875,35,2
(50  62),0.75,0,2,0.75,35,2
(50  63),0.8125,0,2,0.8125,35,2
(51  48),8.392699,0.025,2,8.392699,5,9
(51  49),8.517699,0.025,2,8.517699,15,3
(51  50),0,0.025,2,0,35,2
(51  52),0.0625,0,2,0.0625,35,2
(51  53),0.125,0,2,0.125,35,2
(51  54),0.1875,0,2,0.1875,35,2
(51  55),0.25,0,2,0.25,35,2
(51  56),0.3125,0,2,0.3125,35,2
(51  57),0.375,0,2,0.375,35,2
(51  58),0.4375,0,2,0.4375,35,2
(51  59),0.5,0,2,0.5,35,2
(51  60),0.5625,0,2,0.5625,35,2
(51  61),0.625,0,2,0.625,35,2
(51  62),0.6875,0,2,0.6875,35,2
(51  63),0.75,0,2,0.75,35,2
(52  48),8.517699,0.025,2,8.517699,15,3
(52  49),8.642699,0.025,2,8.642699,15,3
(52  50),8.517699,0.025,2,8.517699,15,3
(52  51),8.642699,0.025,2,8.642699,15,3
(52  53),0,0,2,0,35,2
(52  54),0.125,0,2,0.125,35,2
(52  55),0.1875,0,2,0.1875,35,2
(52  56),0.25,0,2,0.25,35,2
(52  57),0.3125,0,2,0.3125,35,2
(52  58),0.375,0,2,0.375,35,2
(52  59),0.4375,0,2,0.4375,35,2
(52  60),0.5,0,2,0.5,35,2
(52  61),0.5625,0,2,0.5625,35,2
(52  62),0.625,0,2,0.625,35,2
(52  63),0.6875,0,2,0.6875,35,2
(53  48),8.392699,0.025,2,8.392699,5,9
(53  49),8.517699,0.025,2,8.517699,15,3
(53  50),8.392699,0.025,2,8.392699,5,9
(53  51),8.517699,0.025,2,8.517699,15,3
(53  52),0,0.025,2,0,35,2
(53  54),0.0625,0,2,0.0625,35,2
(53  55),0.125,0,2,0.125,35,2
(53  56),0.1875,0,2,0.1875,35,2
(53  57),0.25,0,2,0.25,35,2
(53  58),0.3125,0,2,0.3125,35,2
(53  59),0.375,0,2,0.375,35,2
(53  60),0.4375,0,2,0.4375,35,2
(53  61),0.5,0,2,0.5,35,2
(53  62),0.5625,0,2,0.5625,35,2
(53  63),0.625,0,2,0.625,35,2
(54  48),8.517699,0.025,2,8.517699,15,3
(54  49),8.642699,0.025,2,8.642699,15,3
(54  50),8.517699,0.025,2,8.517699,15,3
(54  51),8.642699,0.025,2,8.642699,15,3
(54  52),8.517699,0.025,2,8.517699,15,3
(54  53),8.642699,0.025,2,8.642699,15,3
(54  55),0,0,2,0,35,2
(54  56),0.125,0,2,0.125,35,2
(54  57),0.1875,0,2,0.1875,35,2
(54  58),0.25,0,2,0.25,35,2
(54  59),0.3125,0,2,0.3125,35,2
(54  60),0.375,0,2,0.375,35,2
(54  61),0.4375,0,2,0.4375,35,2
(54  62),0.5,0,2,0.5,35,2
(54  63),0.5625,0,2,0.5625,35,2
(55  48),8.392699,0.025,2,8.392699,5,9
(55  49),8.517699,0.025,2,8.517699,15,3
(55  50),8.392699,0.025,2,8.392699,5,9
(55  51),8.517699,0.025,2,8.517699,15,3
(55  52),8.392699,0.025,2,8.392699,5,9
(55  53),8.517699,0.025,2,8.517699,15,3
(55  54),0,0.025,2,0,35,2
(55  56),0.0625,0,2,0.0625,35,2
(55  57),0.125,0,2,0.125,35,2
(55  58),0.1875,0,2,0.1875,35,2
(55  59),0.25,0,2,0.25,35,2
(55  60),0.3125,0,2,0.3125,35,2
(55  61),0.375,0,2,0.375,35,2
(55  62),0.4375,0,2,0.4375,35,2
(55  63),0.5,0,2,0.5,35,2
(56  48),8.517699,0.025,2,8.517699,15,3
(56  49),8.642699,0.025,2,8.642699,15,3
(56  50),8.517699,0.025,2,8.517699,15,3
(56  51),8.642699,0.025,2,8.642699,15,3
(56  52),8.517699,0.025,2,8.517699,15,3
(56  53),8.642699,0.025,2,8.642699,15,3
(56  54),8.517699,0.025,2,8.517699,15,3
(56  55),8.642699,0.025,2,8.642699,15,3
(56  57),0,0,2,0,35,2
(56  58),0.125,0,2,0.125,35,2
(56  59),0.1875,0,2,0.1875,35,2
(56  60),0.25,0,2,0.25,35,2
(56  61),0.3125,0,2,0.3125,35,2
(56  62),0.375,0,2,0.375,35,2
(56  63),0.4375,0,2,0.4375,35,2
(57  48),8.392699,0.025,2,8.392699,5,9
(57  49),8.517699,0.025,2,8.517699,15,3
(57  50),8.392699,0.025,2,8.392699,5,9
(57  51),8.517699,0.025,2,8.517699,15,3
(57  52),8.392699,0.025,2,8.392699,5,9
(57  53),8.517699,0.025,2,8.517699,15,3
(57  54),8.392699,0.025,2,8.392699,5,9
(57  55),8.517699,0.025,2,8.517699,15,3
(57  56),0,0.025,2,0,35,2
(57  58),0.0625,0,2,0.0625,35,2
(57  59),0.125,0,2,0.125,35,2
(57  60),0.1875,0,2,0.1875,35,2
(57  61),0.25,0,2,0.25,35,2
(57  62),0.3125,0,2,0.3125,35,2
(57  63),0.375,0,2,0.375,35,2
(58  48),8.517699,0.025,2,8.517699,15,3
(58  49),8.642699,0.025,2,8.642699,15,3
(58  50),8.517699,0.025,2,8.517699,15,3
(58  51),8.642699,0.025,2,8.642699,15,3
(58  52),8.517699,0.025,2,8.517699,15,3
(58  53),8.642699,0.025,2,8.642699,15,3
(58  54),8.517699,0.025,2,8.517699,15,3
(58  55),8.642699,0.025,2,8.642699,15,3
(58  56),8.517699,0.025,2,8.517699,15,3
(58  57),8.642699,0.025,2,8.642699,15,3
(58  59),0,0,2,0,35,2
(58  60),0.125,0,2,0.125,35,2
(58  61),0.1875,0,2,0.1875,35,2
(58  62),0.25,0,2,0.25,35,2
(58  63),0.3125,0,2,0.3125,35,2
(59  48),8.392699,0.025,2,8.392699,5,9
(59  49),8.517699,0.025,2,8.517699,15,3
(59  50),8.392699,0.025,2,8.392699,5,9
(59  51),8.517699,0.025,2,8.517699,15,3
(59  52),8.392699,0.025,2,8.392699,5,9
(59  53),8.517699,0.025,2,8.517699,15,3
(59  54),8.392699,0.025,2,8.392699,5,9
(59  55),8.517699,0.025,2,8.517699,15,3
(59  56),8.392699,0.025,2,8.392699,5,9
(59  57),8.517699,0.025,2,8.517699,15,3
(59  58),0,0.025,2,0,35,2
(59  60),0.0625,0,2,0.0625,35,2
(59  61),0.125,0,2,0.125,35,2
(59  62),0.1875,0,2,0.1875,35,2
(59  63),0.25,0,2,0.25,35,2
(60  48),8.517699,0.025,2,8.517699,15,3
(60  49),8.642699,0.025,2,8.642699,15,3
(60  50),8.517699,0.025,2,8.517699,15,3
(60  51),8.642699,0.025,2,8.642699,15,3
(60  52),8.517699,0.025,2,8.517699,15,3
(60  53),8.642699,0.025,2,8.642699,15,3
(60  54),8.517699,0.025,2,8.517699,15,3
(60  55),8.642699,0.025,2,8.642699,15,3
(60  56),8.517699,0.025,2,8.517699,15,3
(60  57),8.642699,0.025,2,8.642699,15,3
(60  58),8.517699,0.025,2,8.517699,15,3
(60  59),8.642699,0.025,2,8.642699,15,3
(60  61),0,0,2,0,35,2
(60  62),0.125,0,2,0.125,35,2
(60  63),0.1875,0,2,0.1875,35,2
(61  48),8.392699,0.025,2,8.392699,5,9
(61  49),8.517699,0.025,2,8.517699,15,3
(61  50),8.392699,0.025,2,8.392699,5,9
(61  51),8.517699,0.025,2,8.517699,15,3
(61  52),8.392699,0.025,2,8.392699,5,9
(61  53),8.517699,0.025,2,8.517699,15,3
(61  54),8.392699,0.025,2,8.392699,5,9
(61  55),8.517699,0.025,2,8.517699,15,3
(61  56),8.392699,0.025,2,8.392699,5,9
(61  57),8.517699,0.025,2,8.517699,15,3
(61  58),8.392699,0.025,2,8.392699,5,9
(61  59),8.517699,0.025,2,8.517699,15,3
(61  60),0,0.025,2,0,35,2
(61  62),0.0625,0,2,0.0625,35,2
(61  63),0.125,0,2,0.125,35,2
(62  48),8.517699,0.025,2,8.517699,15,3
(62  49),8.642699,0.025,2,8.642699,15,3
(62  50),8.517699,0.025,2,8.517699,15,3
(62  51),8.642699,0.025,2,8.642699,15,3
(62  52),8.517699,0.025,2,8.517699,15,3
(62  53),8.642699,0.025,2,8.642699,15,3
(62  54),8.517699,0.025,2,8.517699,15,3
(62  55),8.642699,0.025,2,8.642699,15,3
(62  56),8.517699,0.025,2,8.517699,15,3
(62  57),8.642699,0.025,2,8.642699,15,3
(62  58),8.517699,0.025,2,8.517699,15,3
(62  59),8.642699,0.025,2,8.642699,15,3
(62  60),8.517699,0.025,2,8.517699,15,3
(62  61),8.642699,0.025,2,8.642699,15,3
(62  63),0,0,2,0,35,2
(63  48),8.392699,0.025,2,8.392699,5,9
(63  49),8.517699,0.025,2,8.517699,15,3
(63  50),8.392699,0.025,2,8.392699,5,9
(63  51),8.517699,0.025,2,8.517699,15,3
(63  52),8.392699,0.025,2,8.392699,5,9
(63  53),8.517699,0.025,2,8.517699,15,3
(63  54),8.392699,0.025,2,8.392699,5,9
(63  55),8.517699,0.025,2,8.517699,15,3
(63  56),8.392699,0.025,2,8.392699,5,9
(63  57),8.517699,0.025,2,8.517699,15,3
(63  58),8.392699,0.025,2,8.392699,5,9
(63  59),8.517699,0.025,2,8.517699,15,3
(63  60),8.392699,0.025,2,8.392699,5,9
(63  61),8.517699,0.025,2,8.517699,15,3
(63  62),0,0.025,2,0,35,2
